zona;partido;nome;votos;soma de votos na zona;votos_total
26;#BRANCO#;Branco;7.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;17.0;5099.0;72385.0
26;PODE;CARLOS VIANA;4.0;490.0;72385.0
26;PL;BRUNO ENGLER;89.0;23267.0;72385.0
26;PDT;DUDA SALABERT;20.0;7260.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
26;#NULO#;Nulo;18.0;2960.0;72385.0
26;MDB;GABRIEL;25.0;7989.0;72385.0
26;PT;ROGERIO CORREIA;16.0;3382.0;72385.0
26;PSD;FUAD NOMAN;79.0;19175.0;72385.0
26;#BRANCO#;Branco;15.0;2546.0;72385.0
26;#NULO#;Nulo;11.0;2960.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;14.0;5099.0;72385.0
26;PL;BRUNO ENGLER;89.0;23267.0;72385.0
26;PSD;FUAD NOMAN;73.0;19175.0;72385.0
26;PT;ROGERIO CORREIA;11.0;3382.0;72385.0
26;MDB;GABRIEL;34.0;7989.0;72385.0
26;PDT;DUDA SALABERT;32.0;7260.0;72385.0
26;#BRANCO#;Branco;11.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;17.0;5099.0;72385.0
26;PODE;CARLOS VIANA;1.0;490.0;72385.0
26;PL;BRUNO ENGLER;90.0;23267.0;72385.0
26;PDT;DUDA SALABERT;30.0;7260.0;72385.0
26;UP;INDIRA XAVIER;2.0;166.0;72385.0
26;#NULO#;Nulo;12.0;2960.0;72385.0
26;MDB;GABRIEL;33.0;7989.0;72385.0
26;PT;ROGERIO CORREIA;23.0;3382.0;72385.0
26;PSD;FUAD NOMAN;57.0;19175.0;72385.0
26;#BRANCO#;Branco;13.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;18.0;5099.0;72385.0
26;PT;ROGERIO CORREIA;23.0;3382.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
26;PSD;FUAD NOMAN;79.0;19175.0;72385.0
26;PDT;DUDA SALABERT;39.0;7260.0;72385.0
26;MDB;GABRIEL;29.0;7989.0;72385.0
26;#NULO#;Nulo;14.0;2960.0;72385.0
26;PCO;LOURDES FRANCISCO;1.0;16.0;72385.0
26;PODE;CARLOS VIANA;1.0;490.0;72385.0
26;PL;BRUNO ENGLER;75.0;23267.0;72385.0
26;#BRANCO#;Branco;11.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;13.0;5099.0;72385.0
26;PDT;DUDA SALABERT;38.0;7260.0;72385.0
26;PODE;CARLOS VIANA;2.0;490.0;72385.0
26;#NULO#;Nulo;14.0;2960.0;72385.0
26;PSD;FUAD NOMAN;67.0;19175.0;72385.0
26;PT;ROGERIO CORREIA;28.0;3382.0;72385.0
26;PL;BRUNO ENGLER;71.0;23267.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
26;MDB;GABRIEL;25.0;7989.0;72385.0
26;#BRANCO#;Branco;16.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;17.0;5099.0;72385.0
26;PL;BRUNO ENGLER;87.0;23267.0;72385.0
26;PT;ROGERIO CORREIA;18.0;3382.0;72385.0
26;#NULO#;Nulo;12.0;2960.0;72385.0
26;PSD;FUAD NOMAN;60.0;19175.0;72385.0
26;PODE;CARLOS VIANA;2.0;490.0;72385.0
26;PDT;DUDA SALABERT;31.0;7260.0;72385.0
26;MDB;GABRIEL;23.0;7989.0;72385.0
26;#BRANCO#;Branco;8.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;15.0;5099.0;72385.0
26;PL;BRUNO ENGLER;108.0;23267.0;72385.0
26;PDT;DUDA SALABERT;37.0;7260.0;72385.0
26;PODE;CARLOS VIANA;1.0;490.0;72385.0
26;#NULO#;Nulo;11.0;2960.0;72385.0
26;PSD;FUAD NOMAN;73.0;19175.0;72385.0
26;MDB;GABRIEL;27.0;7989.0;72385.0
26;PT;ROGERIO CORREIA;22.0;3382.0;72385.0
26;#BRANCO#;Branco;4.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;20.0;5099.0;72385.0
26;PL;BRUNO ENGLER;88.0;23267.0;72385.0
26;PDT;DUDA SALABERT;39.0;7260.0;72385.0
26;UP;INDIRA XAVIER;2.0;166.0;72385.0
26;#NULO#;Nulo;19.0;2960.0;72385.0
26;MDB;GABRIEL;36.0;7989.0;72385.0
26;PT;ROGERIO CORREIA;25.0;3382.0;72385.0
26;PSD;FUAD NOMAN;74.0;19175.0;72385.0
26;#BRANCO#;Branco;8.0;2546.0;72385.0
26;#NULO#;Nulo;12.0;2960.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;30.0;5099.0;72385.0
26;PSD;FUAD NOMAN;82.0;19175.0;72385.0
26;PL;BRUNO ENGLER;91.0;23267.0;72385.0
26;PDT;DUDA SALABERT;34.0;7260.0;72385.0
26;MDB;GABRIEL;30.0;7989.0;72385.0
26;PT;ROGERIO CORREIA;23.0;3382.0;72385.0
26;#BRANCO#;Branco;8.0;2546.0;72385.0
26;#NULO#;Nulo;8.0;2960.0;72385.0
26;PODE;CARLOS VIANA;1.0;490.0;72385.0
26;PT;ROGERIO CORREIA;15.0;3382.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;28.0;5099.0;72385.0
26;MDB;GABRIEL;19.0;7989.0;72385.0
26;PDT;DUDA SALABERT;23.0;7260.0;72385.0
26;PL;BRUNO ENGLER;70.0;23267.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
26;PSD;FUAD NOMAN;78.0;19175.0;72385.0
26;#BRANCO#;Branco;10.0;2546.0;72385.0
26;PT;ROGERIO CORREIA;17.0;3382.0;72385.0
26;MDB;GABRIEL;32.0;7989.0;72385.0
26;PL;BRUNO ENGLER;88.0;23267.0;72385.0
26;PODE;CARLOS VIANA;5.0;490.0;72385.0
26;PDT;DUDA SALABERT;24.0;7260.0;72385.0
26;#NULO#;Nulo;17.0;2960.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;24.0;5099.0;72385.0
26;PSD;FUAD NOMAN;93.0;19175.0;72385.0
26;#BRANCO#;Branco;10.0;2546.0;72385.0
26;#NULO#;Nulo;10.0;2960.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;17.0;5099.0;72385.0
26;PL;BRUNO ENGLER;88.0;23267.0;72385.0
26;PSD;FUAD NOMAN;81.0;19175.0;72385.0
26;PT;ROGERIO CORREIA;17.0;3382.0;72385.0
26;MDB;GABRIEL;35.0;7989.0;72385.0
26;PDT;DUDA SALABERT;37.0;7260.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
26;PODE;CARLOS VIANA;1.0;490.0;72385.0
26;#BRANCO#;Branco;14.0;2546.0;72385.0
26;#NULO#;Nulo;11.0;2960.0;72385.0
26;PODE;CARLOS VIANA;1.0;490.0;72385.0
26;PT;ROGERIO CORREIA;14.0;3382.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;17.0;5099.0;72385.0
26;MDB;GABRIEL;39.0;7989.0;72385.0
26;PDT;DUDA SALABERT;39.0;7260.0;72385.0
26;PL;BRUNO ENGLER;79.0;23267.0;72385.0
26;PSD;FUAD NOMAN;81.0;19175.0;72385.0
26;#BRANCO#;Branco;13.0;2546.0;72385.0
26;#NULO#;Nulo;5.0;2960.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;20.0;5099.0;72385.0
26;PCO;LOURDES FRANCISCO;1.0;16.0;72385.0
26;PL;BRUNO ENGLER;75.0;23267.0;72385.0
26;PSD;FUAD NOMAN;68.0;19175.0;72385.0
26;PT;ROGERIO CORREIA;9.0;3382.0;72385.0
26;MDB;GABRIEL;27.0;7989.0;72385.0
26;PDT;DUDA SALABERT;23.0;7260.0;72385.0
26;PODE;CARLOS VIANA;2.0;490.0;72385.0
26;#BRANCO#;Branco;2.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;6.0;5099.0;72385.0
26;PL;BRUNO ENGLER;31.0;23267.0;72385.0
26;PDT;DUDA SALABERT;10.0;7260.0;72385.0
26;#NULO#;Nulo;5.0;2960.0;72385.0
26;MDB;GABRIEL;5.0;7989.0;72385.0
26;PT;ROGERIO CORREIA;5.0;3382.0;72385.0
26;PSD;FUAD NOMAN;24.0;19175.0;72385.0
26;#BRANCO#;Branco;8.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;21.0;5099.0;72385.0
26;PDT;DUDA SALABERT;29.0;7260.0;72385.0
26;PODE;CARLOS VIANA;3.0;490.0;72385.0
26;#NULO#;Nulo;13.0;2960.0;72385.0
26;PL;BRUNO ENGLER;76.0;23267.0;72385.0
26;PSD;FUAD NOMAN;70.0;19175.0;72385.0
26;PT;ROGERIO CORREIA;23.0;3382.0;72385.0
26;MDB;GABRIEL;20.0;7989.0;72385.0
26;#BRANCO#;Branco;8.0;2546.0;72385.0
26;#NULO#;Nulo;6.0;2960.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;22.0;5099.0;72385.0
26;PCO;LOURDES FRANCISCO;1.0;16.0;72385.0
26;PL;BRUNO ENGLER;75.0;23267.0;72385.0
26;PSD;FUAD NOMAN;76.0;19175.0;72385.0
26;PT;ROGERIO CORREIA;18.0;3382.0;72385.0
26;UP;INDIRA XAVIER;2.0;166.0;72385.0
26;MDB;GABRIEL;29.0;7989.0;72385.0
26;PDT;DUDA SALABERT;30.0;7260.0;72385.0
26;#BRANCO#;Branco;10.0;2546.0;72385.0
26;#NULO#;Nulo;10.0;2960.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;13.0;5099.0;72385.0
26;PSD;FUAD NOMAN;65.0;19175.0;72385.0
26;PT;ROGERIO CORREIA;21.0;3382.0;72385.0
26;PL;BRUNO ENGLER;96.0;23267.0;72385.0
26;MDB;GABRIEL;23.0;7989.0;72385.0
26;PDT;DUDA SALABERT;31.0;7260.0;72385.0
26;UP;INDIRA XAVIER;2.0;166.0;72385.0
26;PODE;CARLOS VIANA;2.0;490.0;72385.0
26;#BRANCO#;Branco;8.0;2546.0;72385.0
26;#NULO#;Nulo;8.0;2960.0;72385.0
26;PL;BRUNO ENGLER;92.0;23267.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;16.0;5099.0;72385.0
26;PT;ROGERIO CORREIA;15.0;3382.0;72385.0
26;PDT;DUDA SALABERT;35.0;7260.0;72385.0
26;MDB;GABRIEL;21.0;7989.0;72385.0
26;PSD;FUAD NOMAN;75.0;19175.0;72385.0
26;UP;INDIRA XAVIER;4.0;166.0;72385.0
26;#BRANCO#;Branco;17.0;2546.0;72385.0
26;PL;BRUNO ENGLER;73.0;23267.0;72385.0
26;PDT;DUDA SALABERT;37.0;7260.0;72385.0
26;PT;ROGERIO CORREIA;18.0;3382.0;72385.0
26;PSTU;WANDERSON ROCHA;1.0;35.0;72385.0
26;PSD;FUAD NOMAN;77.0;19175.0;72385.0
26;#NULO#;Nulo;10.0;2960.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;11.0;5099.0;72385.0
26;PODE;CARLOS VIANA;2.0;490.0;72385.0
26;MDB;GABRIEL;29.0;7989.0;72385.0
26;#BRANCO#;Branco;10.0;2546.0;72385.0
26;UP;INDIRA XAVIER;3.0;166.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;14.0;5099.0;72385.0
26;PDT;DUDA SALABERT;27.0;7260.0;72385.0
26;PODE;CARLOS VIANA;1.0;490.0;72385.0
26;#NULO#;Nulo;13.0;2960.0;72385.0
26;PSD;FUAD NOMAN;66.0;19175.0;72385.0
26;MDB;GABRIEL;29.0;7989.0;72385.0
26;PT;ROGERIO CORREIA;18.0;3382.0;72385.0
26;PL;BRUNO ENGLER;91.0;23267.0;72385.0
26;#BRANCO#;Branco;9.0;2546.0;72385.0
26;PL;BRUNO ENGLER;85.0;23267.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;14.0;5099.0;72385.0
26;PODE;CARLOS VIANA;1.0;490.0;72385.0
26;PT;ROGERIO CORREIA;24.0;3382.0;72385.0
26;PDT;DUDA SALABERT;37.0;7260.0;72385.0
26;#NULO#;Nulo;5.0;2960.0;72385.0
26;PSD;FUAD NOMAN;71.0;19175.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
26;MDB;GABRIEL;29.0;7989.0;72385.0
26;#BRANCO#;Branco;7.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;23.0;5099.0;72385.0
26;PDT;DUDA SALABERT;20.0;7260.0;72385.0
26;PODE;CARLOS VIANA;2.0;490.0;72385.0
26;#NULO#;Nulo;11.0;2960.0;72385.0
26;PSD;FUAD NOMAN;93.0;19175.0;72385.0
26;PT;ROGERIO CORREIA;24.0;3382.0;72385.0
26;PL;BRUNO ENGLER;93.0;23267.0;72385.0
26;UP;INDIRA XAVIER;2.0;166.0;72385.0
26;MDB;GABRIEL;30.0;7989.0;72385.0
26;#BRANCO#;Branco;9.0;2546.0;72385.0
26;#NULO#;Nulo;6.0;2960.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;21.0;5099.0;72385.0
26;PL;BRUNO ENGLER;93.0;23267.0;72385.0
26;PSD;FUAD NOMAN;73.0;19175.0;72385.0
26;PT;ROGERIO CORREIA;16.0;3382.0;72385.0
26;MDB;GABRIEL;33.0;7989.0;72385.0
26;PDT;DUDA SALABERT;35.0;7260.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
26;#BRANCO#;Branco;6.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;22.0;5099.0;72385.0
26;PT;ROGERIO CORREIA;19.0;3382.0;72385.0
26;PSD;FUAD NOMAN;62.0;19175.0;72385.0
26;PDT;DUDA SALABERT;16.0;7260.0;72385.0
26;MDB;GABRIEL;17.0;7989.0;72385.0
26;#NULO#;Nulo;5.0;2960.0;72385.0
26;PODE;CARLOS VIANA;2.0;490.0;72385.0
26;PL;BRUNO ENGLER;73.0;23267.0;72385.0
26;#BRANCO#;Branco;11.0;2546.0;72385.0
26;PL;BRUNO ENGLER;67.0;23267.0;72385.0
26;PT;ROGERIO CORREIA;11.0;3382.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
26;PCO;LOURDES FRANCISCO;1.0;16.0;72385.0
26;PDT;DUDA SALABERT;19.0;7260.0;72385.0
26;#NULO#;Nulo;3.0;2960.0;72385.0
26;PSD;FUAD NOMAN;75.0;19175.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;27.0;5099.0;72385.0
26;MDB;GABRIEL;21.0;7989.0;72385.0
26;PODE;CARLOS VIANA;1.0;490.0;72385.0
26;#BRANCO#;Branco;12.0;2546.0;72385.0
26;#NULO#;Nulo;9.0;2960.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;21.0;5099.0;72385.0
26;PSD;FUAD NOMAN;65.0;19175.0;72385.0
26;PL;BRUNO ENGLER;67.0;23267.0;72385.0
26;PDT;DUDA SALABERT;22.0;7260.0;72385.0
26;MDB;GABRIEL;28.0;7989.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
26;PT;ROGERIO CORREIA;18.0;3382.0;72385.0
26;PODE;CARLOS VIANA;1.0;490.0;72385.0
26;#BRANCO#;Branco;12.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;26.0;5099.0;72385.0
26;PDT;DUDA SALABERT;12.0;7260.0;72385.0
26;#NULO#;Nulo;10.0;2960.0;72385.0
26;PSD;FUAD NOMAN;75.0;19175.0;72385.0
26;PT;ROGERIO CORREIA;13.0;3382.0;72385.0
26;PL;BRUNO ENGLER;87.0;23267.0;72385.0
26;MDB;GABRIEL;29.0;7989.0;72385.0
26;#BRANCO#;Branco;13.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;13.0;5099.0;72385.0
26;PL;BRUNO ENGLER;98.0;23267.0;72385.0
26;PDT;DUDA SALABERT;19.0;7260.0;72385.0
26;PODE;CARLOS VIANA;1.0;490.0;72385.0
26;#NULO#;Nulo;8.0;2960.0;72385.0
26;PSD;FUAD NOMAN;74.0;19175.0;72385.0
26;MDB;GABRIEL;27.0;7989.0;72385.0
26;PT;ROGERIO CORREIA;16.0;3382.0;72385.0
26;PCO;LOURDES FRANCISCO;1.0;16.0;72385.0
26;#BRANCO#;Branco;13.0;2546.0;72385.0
26;PSTU;WANDERSON ROCHA;1.0;35.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;24.0;5099.0;72385.0
26;PL;BRUNO ENGLER;97.0;23267.0;72385.0
26;PDT;DUDA SALABERT;22.0;7260.0;72385.0
26;PT;ROGERIO CORREIA;10.0;3382.0;72385.0
26;PSD;FUAD NOMAN;72.0;19175.0;72385.0
26;#NULO#;Nulo;16.0;2960.0;72385.0
26;PODE;CARLOS VIANA;5.0;490.0;72385.0
26;MDB;GABRIEL;28.0;7989.0;72385.0
26;#BRANCO#;Branco;12.0;2546.0;72385.0
26;PL;BRUNO ENGLER;87.0;23267.0;72385.0
26;PT;ROGERIO CORREIA;15.0;3382.0;72385.0
26;PDT;DUDA SALABERT;33.0;7260.0;72385.0
26;#NULO#;Nulo;9.0;2960.0;72385.0
26;PSD;FUAD NOMAN;84.0;19175.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;19.0;5099.0;72385.0
26;MDB;GABRIEL;30.0;7989.0;72385.0
26;PODE;CARLOS VIANA;2.0;490.0;72385.0
26;#BRANCO#;Branco;13.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;23.0;5099.0;72385.0
26;PL;BRUNO ENGLER;98.0;23267.0;72385.0
26;PT;ROGERIO CORREIA;17.0;3382.0;72385.0
26;PDT;DUDA SALABERT;27.0;7260.0;72385.0
26;PODE;CARLOS VIANA;4.0;490.0;72385.0
26;PSD;FUAD NOMAN;73.0;19175.0;72385.0
26;#NULO#;Nulo;14.0;2960.0;72385.0
26;MDB;GABRIEL;21.0;7989.0;72385.0
26;#BRANCO#;Branco;13.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;18.0;5099.0;72385.0
26;PL;BRUNO ENGLER;90.0;23267.0;72385.0
26;PODE;CARLOS VIANA;3.0;490.0;72385.0
26;PDT;DUDA SALABERT;32.0;7260.0;72385.0
26;#NULO#;Nulo;11.0;2960.0;72385.0
26;PT;ROGERIO CORREIA;18.0;3382.0;72385.0
26;MDB;GABRIEL;25.0;7989.0;72385.0
26;PSD;FUAD NOMAN;77.0;19175.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
26;#BRANCO#;Branco;3.0;2546.0;72385.0
26;#NULO#;Nulo;8.0;2960.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;20.0;5099.0;72385.0
26;PL;BRUNO ENGLER;114.0;23267.0;72385.0
26;PSD;FUAD NOMAN;81.0;19175.0;72385.0
26;PDT;DUDA SALABERT;20.0;7260.0;72385.0
26;MDB;GABRIEL;41.0;7989.0;72385.0
26;PT;ROGERIO CORREIA;11.0;3382.0;72385.0
26;PODE;CARLOS VIANA;7.0;490.0;72385.0
26;#BRANCO#;Branco;8.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;15.0;5099.0;72385.0
26;PL;BRUNO ENGLER;113.0;23267.0;72385.0
26;PDT;DUDA SALABERT;28.0;7260.0;72385.0
26;PODE;CARLOS VIANA;1.0;490.0;72385.0
26;#NULO#;Nulo;6.0;2960.0;72385.0
26;PSD;FUAD NOMAN;64.0;19175.0;72385.0
26;MDB;GABRIEL;42.0;7989.0;72385.0
26;PT;ROGERIO CORREIA;11.0;3382.0;72385.0
26;PCO;LOURDES FRANCISCO;1.0;16.0;72385.0
26;UP;INDIRA XAVIER;2.0;166.0;72385.0
26;#BRANCO#;Branco;5.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;14.0;5099.0;72385.0
26;PL;BRUNO ENGLER;88.0;23267.0;72385.0
26;PDT;DUDA SALABERT;17.0;7260.0;72385.0
26;PT;ROGERIO CORREIA;17.0;3382.0;72385.0
26;#NULO#;Nulo;5.0;2960.0;72385.0
26;PSD;FUAD NOMAN;63.0;19175.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
26;MDB;GABRIEL;21.0;7989.0;72385.0
26;PODE;CARLOS VIANA;2.0;490.0;72385.0
26;#BRANCO#;Branco;12.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;14.0;5099.0;72385.0
26;PODE;CARLOS VIANA;1.0;490.0;72385.0
26;PL;BRUNO ENGLER;79.0;23267.0;72385.0
26;PDT;DUDA SALABERT;26.0;7260.0;72385.0
26;#NULO#;Nulo;14.0;2960.0;72385.0
26;MDB;GABRIEL;16.0;7989.0;72385.0
26;PT;ROGERIO CORREIA;10.0;3382.0;72385.0
26;PSD;FUAD NOMAN;62.0;19175.0;72385.0
26;#BRANCO#;Branco;7.0;2546.0;72385.0
26;PT;ROGERIO CORREIA;18.0;3382.0;72385.0
26;PL;BRUNO ENGLER;72.0;23267.0;72385.0
26;PODE;CARLOS VIANA;1.0;490.0;72385.0
26;PDT;DUDA SALABERT;21.0;7260.0;72385.0
26;#NULO#;Nulo;14.0;2960.0;72385.0
26;MDB;GABRIEL;19.0;7989.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;18.0;5099.0;72385.0
26;PSD;FUAD NOMAN;78.0;19175.0;72385.0
26;#BRANCO#;Branco;9.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;8.0;5099.0;72385.0
26;PDT;DUDA SALABERT;19.0;7260.0;72385.0
26;PL;BRUNO ENGLER;87.0;23267.0;72385.0
26;PODE;CARLOS VIANA;4.0;490.0;72385.0
26;#NULO#;Nulo;8.0;2960.0;72385.0
26;PSD;FUAD NOMAN;77.0;19175.0;72385.0
26;PT;ROGERIO CORREIA;16.0;3382.0;72385.0
26;MDB;GABRIEL;27.0;7989.0;72385.0
26;#BRANCO#;Branco;11.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;18.0;5099.0;72385.0
26;PODE;CARLOS VIANA;7.0;490.0;72385.0
26;PDT;DUDA SALABERT;20.0;7260.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
26;#NULO#;Nulo;8.0;2960.0;72385.0
26;MDB;GABRIEL;17.0;7989.0;72385.0
26;PL;BRUNO ENGLER;119.0;23267.0;72385.0
26;PT;ROGERIO CORREIA;13.0;3382.0;72385.0
26;PSD;FUAD NOMAN;56.0;19175.0;72385.0
26;#BRANCO#;Branco;8.0;2546.0;72385.0
26;#NULO#;Nulo;13.0;2960.0;72385.0
26;PODE;CARLOS VIANA;1.0;490.0;72385.0
26;PT;ROGERIO CORREIA;13.0;3382.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;17.0;5099.0;72385.0
26;MDB;GABRIEL;31.0;7989.0;72385.0
26;PDT;DUDA SALABERT;29.0;7260.0;72385.0
26;PL;BRUNO ENGLER;134.0;23267.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
26;PSD;FUAD NOMAN;74.0;19175.0;72385.0
26;#BRANCO#;Branco;8.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;14.0;5099.0;72385.0
26;PDT;DUDA SALABERT;28.0;7260.0;72385.0
26;PODE;CARLOS VIANA;1.0;490.0;72385.0
26;MDB;GABRIEL;32.0;7989.0;72385.0
26;#NULO#;Nulo;9.0;2960.0;72385.0
26;PSD;FUAD NOMAN;65.0;19175.0;72385.0
26;PT;ROGERIO CORREIA;10.0;3382.0;72385.0
26;PL;BRUNO ENGLER;119.0;23267.0;72385.0
26;#BRANCO#;Branco;10.0;2546.0;72385.0
26;#NULO#;Nulo;14.0;2960.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;19.0;5099.0;72385.0
26;PSTU;WANDERSON ROCHA;1.0;35.0;72385.0
26;PL;BRUNO ENGLER;107.0;23267.0;72385.0
26;PSD;FUAD NOMAN;94.0;19175.0;72385.0
26;MDB;GABRIEL;40.0;7989.0;72385.0
26;PDT;DUDA SALABERT;38.0;7260.0;72385.0
26;PT;ROGERIO CORREIA;20.0;3382.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
26;#BRANCO#;Branco;17.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;17.0;5099.0;72385.0
26;PL;BRUNO ENGLER;129.0;23267.0;72385.0
26;PDT;DUDA SALABERT;25.0;7260.0;72385.0
26;PT;ROGERIO CORREIA;11.0;3382.0;72385.0
26;#NULO#;Nulo;11.0;2960.0;72385.0
26;PSD;FUAD NOMAN;63.0;19175.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
26;MDB;GABRIEL;42.0;7989.0;72385.0
26;PODE;CARLOS VIANA;4.0;490.0;72385.0
26;#BRANCO#;Branco;10.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;17.0;5099.0;72385.0
26;PL;BRUNO ENGLER;119.0;23267.0;72385.0
26;PT;ROGERIO CORREIA;11.0;3382.0;72385.0
26;PDT;DUDA SALABERT;27.0;7260.0;72385.0
26;MDB;GABRIEL;45.0;7989.0;72385.0
26;#NULO#;Nulo;6.0;2960.0;72385.0
26;PODE;CARLOS VIANA;2.0;490.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
26;PSD;FUAD NOMAN;59.0;19175.0;72385.0
26;#BRANCO#;Branco;7.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;18.0;5099.0;72385.0
26;#NULO#;Nulo;13.0;2960.0;72385.0
26;PT;ROGERIO CORREIA;10.0;3382.0;72385.0
26;PDT;DUDA SALABERT;24.0;7260.0;72385.0
26;MDB;GABRIEL;25.0;7989.0;72385.0
26;PL;BRUNO ENGLER;86.0;23267.0;72385.0
26;PODE;CARLOS VIANA;1.0;490.0;72385.0
26;UP;INDIRA XAVIER;3.0;166.0;72385.0
26;PSD;FUAD NOMAN;74.0;19175.0;72385.0
26;#BRANCO#;Branco;7.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;14.0;5099.0;72385.0
26;PL;BRUNO ENGLER;97.0;23267.0;72385.0
26;PDT;DUDA SALABERT;32.0;7260.0;72385.0
26;#NULO#;Nulo;11.0;2960.0;72385.0
26;PT;ROGERIO CORREIA;20.0;3382.0;72385.0
26;PSD;FUAD NOMAN;83.0;19175.0;72385.0
26;MDB;GABRIEL;46.0;7989.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
26;#BRANCO#;Branco;11.0;2546.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;20.0;5099.0;72385.0
26;PL;BRUNO ENGLER;88.0;23267.0;72385.0
26;PDT;DUDA SALABERT;46.0;7260.0;72385.0
26;#NULO#;Nulo;18.0;2960.0;72385.0
26;PSD;FUAD NOMAN;70.0;19175.0;72385.0
26;MDB;GABRIEL;49.0;7989.0;72385.0
26;PT;ROGERIO CORREIA;21.0;3382.0;72385.0
26;#BRANCO#;Branco;8.0;2546.0;72385.0
26;#NULO#;Nulo;9.0;2960.0;72385.0
26;REPUBLICANOS;MAURO TRAMONTE;17.0;5099.0;72385.0
26;PSD;FUAD NOMAN;90.0;19175.0;72385.0
26;PT;ROGERIO CORREIA;17.0;3382.0;72385.0
26;PL;BRUNO ENGLER;99.0;23267.0;72385.0
26;MDB;GABRIEL;27.0;7989.0;72385.0
26;PDT;DUDA SALABERT;48.0;7260.0;72385.0
26;UP;INDIRA XAVIER;1.0;166.0;72385.0
